encodings,"(1, 2, 3)","(1, 1, 1, 4)","(1, 1, 1, 1, 1, 2)","(8,)","(1,)","(1, 1, 1, 1, 3)","(2, 2)","(3,)","(1, 1, 1, 5)","(1, 1, 5)","(1, 1, 2, 2, 2)","(1, 2, 5)","(1, 3)","(1, 1, 2)","(1, 4)","(2, 6)","(5,)","(1, 2, 2)","(3, 3)","(3, 4)","(1, 1, 1, 1, 1, 3)","(6,)","(1, 1, 1, 1, 1)","(1, 1, 1, 2, 2)","(1, 1, 3, 3)","(1, 1, 1)","(2, 3, 3)","(1, 1)","(1, 1, 1, 1)","(2, 2, 2, 2)","(4,)","(1, 2)","(2, 5)","(1, 1, 1, 1, 2, 2)","(1, 1, 1, 1, 1, 1)","(2, 2, 4)","(1, 1, 1, 2, 3)","(1, 6)","(2, 2, 3)","(4, 4)","(1, 1, 1, 1, 1, 1, 2)","(7,)","(1, 7)","(1, 1, 2, 3)","(1, 1, 1, 1, 4)","(1, 3, 4)","(2,)","(1, 2, 2, 3)","(1, 1, 2, 2)","(1, 3, 3)","(1, 1, 6)","(1, 2, 2, 2)","(1, 1, 2, 4)","(1, 5)","(1, 1, 1, 1, 1, 1, 1, 1)","(1, 1, 1, 3)","(1, 1, 1, 1, 2)","(2, 3)","(1, 1, 4)","(3, 5)","(2, 4)","(1, 1, 1, 2)","(1, 1, 3)","(1, 1, 1, 1, 1, 1, 1)","(1, 2, 4)","(2, 2, 2)"
"[0, 0, 0, 0, 3, 4, 6, 7]",90,0,,192,8,,128,69,0,176,,68,177,70,362,240,310,76,204,188,,408,,,0,42,0,32,0,0,168,75,416,,,32,,452,32,64,,364,172,0,,16,24,0,0,32,40,0,0,522,,0,,218,204,108,360,0,128,,116,48
"[0, 0, 0, 0, 3, 5, 5, 5]",0,0,,576,8,,216,84,0,0,,0,204,0,384,288,480,0,720,720,,864,,,0,0,0,28,0,0,216,84,432,,,0,,720,0,576,,1008,432,0,,0,28,0,0,0,0,0,0,576,,0,,432,0,144,576,0,0,,0,0
"[0, 0, 0, 0, 3, 5, 5, 6]",36,0,,384,8,,208,72,0,0,,0,192,20,332,192,340,24,648,624,,576,,,0,12,0,30,0,0,168,84,408,,,0,,480,0,384,,672,288,0,,24,26,0,0,48,0,0,0,444,,0,,404,24,216,528,0,32,,24,0
"[0, 0, 0, 0, 3, 5, 5, 7]",90,0,,192,8,,152,66,0,192,,36,178,60,318,96,290,60,396,348,,432,,,0,36,0,32,0,0,152,78,240,,,0,,444,0,192,,420,228,0,,48,24,0,0,96,120,0,0,438,,0,,274,180,108,336,0,120,,84,0
"[0, 0, 0, 0, 3, 5, 6, 6]",72,0,,192,8,,200,60,0,0,,0,180,40,280,96,200,48,576,528,,288,,,0,24,0,32,0,0,120,84,384,,,0,,240,0,192,,336,144,0,,48,24,0,0,96,0,0,0,312,,0,,376,48,288,480,0,64,,48,0
"[0, 0, 0, 0, 3, 5, 6, 7]",108,0,,96,8,,148,54,0,96,,48,162,80,272,120,160,96,288,264,,180,,,0,48,0,34,0,0,108,78,312,,,48,,192,48,96,,168,72,0,,24,22,0,0,48,0,0,0,300,,0,,248,168,144,348,0,128,,120,72
"[0, 0, 0, 0, 4, 4, 4, 4]",0,0,,1152,8,,144,120,0,0,,0,216,0,576,576,960,0,288,288,,1728,,,0,0,0,24,0,0,384,72,864,,,0,,1440,0,0,,2016,864,0,,0,32,0,0,0,0,0,0,1152,,0,,288,0,288,576,0,0,,0,0
"[0, 0, 0, 0, 4, 4, 4, 5]",0,0,,864,8,,180,102,0,0,,0,210,0,480,432,720,0,504,504,,1296,,,0,0,0,26,0,0,300,78,648,,,0,,1080,0,288,,1512,648,0,,0,30,0,0,0,0,0,0,864,,0,,360,0,216,576,0,0,,0,0
"[0, 0, 0, 0, 4, 4, 4, 6]",36,0,,576,8,,144,93,0,192,,36,201,30,456,288,600,24,360,348,,1008,,,0,18,0,28,0,0,264,75,468,,,0,,924,0,192,,1092,516,0,,12,28,0,0,24,120,0,0,792,,0,,276,144,144,432,0,72,,48,0
"[0, 0, 0, 0, 4, 4, 4, 7]",72,0,,288,8,,108,84,0,384,,72,192,60,432,144,480,48,216,192,,720,,,0,36,0,30,0,0,228,72,288,,,0,,768,0,96,,672,384,0,,24,26,0,0,48,240,0,0,720,,0,,192,288,72,288,0,144,,96,0
"[0, 0, 0, 0, 4, 4, 5, 5]",0,0,,576,8,,216,84,0,0,,0,204,0,384,288,480,0,720,720,,864,,,0,0,0,28,0,0,216,84,432,,,0,,720,0,576,,1008,432,0,,0,28,0,0,0,0,0,0,576,,0,,432,0,144,576,0,0,,0,0
"[0, 0, 0, 0, 4, 4, 5, 6]",45,0,,384,8,,184,75,0,96,,18,191,30,351,192,385,30,558,534,,648,,,0,18,0,30,0,0,184,81,336,,,0,,582,0,384,,714,330,0,,24,26,0,0,48,60,0,0,507,,0,,353,90,126,456,0,60,,42,0
"[0, 0, 0, 0, 4, 4, 5, 7]",90,0,,192,8,,152,66,0,192,,36,178,60,318,96,290,60,396,348,,432,,,0,36,0,32,0,0,152,78,240,,,0,,444,0,192,,420,228,0,,48,24,0,0,96,120,0,0,438,,0,,274,180,108,336,0,120,,84,0
"[0, 0, 0, 0, 4, 4, 6, 6]",90,0,,192,8,,152,66,0,192,,36,178,60,318,96,290,60,396,348,,432,,,0,36,0,32,0,0,152,78,240,,,0,,444,0,192,,420,228,0,,48,24,0,0,96,120,0,0,438,,0,,274,180,108,336,0,120,,84,0
"[0, 0, 0, 0, 4, 4, 6, 7]",117,0,,96,8,,124,57,0,192,,66,161,90,291,120,205,102,198,174,,252,,,0,54,0,34,0,0,124,75,240,,,48,,294,48,96,,210,114,0,,24,22,0,0,48,60,0,0,363,,0,,197,234,54,276,0,156,,138,72
"[0, 0, 0, 0, 4, 5, 5, 5]",0,0,,288,8,,252,66,0,0,,0,198,0,288,144,240,0,936,936,,432,,,0,0,0,30,0,0,132,90,216,,,0,,360,0,864,,504,216,0,,0,26,0,0,0,0,0,0,288,,0,,504,0,72,576,0,0,,0,0
"[0, 0, 0, 0, 4, 5, 5, 6]",54,0,,192,8,,224,57,0,0,,0,181,30,246,96,170,36,756,720,,288,,,0,18,0,32,0,0,104,87,204,,,0,,240,0,576,,336,144,0,,36,24,0,0,72,0,0,0,222,,0,,430,36,108,480,0,48,,36,0
"[0, 0, 0, 0, 4, 5, 5, 7]",117,0,,96,8,,172,51,0,96,,18,163,70,223,48,145,78,486,414,,216,,,0,42,0,34,0,0,92,81,120,,,0,,222,0,288,,210,114,0,,72,22,0,0,144,60,0,0,219,,0,,305,138,54,312,0,124,,90,0
"[0, 0, 0, 0, 4, 5, 6, 6]",108,0,,96,8,,196,48,0,0,,0,164,60,204,48,100,72,576,504,,144,,,0,36,0,34,0,0,76,84,192,,,0,,120,0,288,,168,72,0,,72,22,0,0,144,0,0,0,156,,0,,356,72,144,384,0,96,,72,0
"[0, 0, 0, 0, 4, 5, 6, 7]",138,0,,48,8,,148,42,0,48,,24,142,100,192,60,80,128,288,252,,90,,,0,60,0,36,0,0,68,78,156,,,72,,96,72,144,,84,36,0,,36,20,0,0,72,0,0,0,150,,0,,232,156,72,270,0,144,,132,108
"[0, 0, 0, 1, 1, 1, 1, 1]",0,0,,40320,8,,0,336,0,0,,0,0,0,0,0,6720,0,0,0,,20160,,,0,0,0,0,0,0,1680,0,0,,,0,,0,0,0,,40320,0,0,,0,56,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 1, 2]",0,0,,34560,8,,0,318,0,0,,0,30,0,120,0,6120,0,0,0,,18000,,,0,0,0,2,0,0,1560,6,0,,,0,,720,0,0,,35280,720,0,,0,54,0,0,0,0,0,0,360,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 1, 3]",0,0,,28800,8,,0,300,0,0,,0,60,0,240,0,5520,0,0,0,,15840,,,0,0,0,4,0,0,1440,12,0,,,0,,1440,0,0,,30240,1440,0,,0,52,0,0,0,0,0,0,720,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 1, 4]",0,0,,23040,8,,0,282,0,0,,0,90,0,360,0,4920,0,0,0,,13680,,,0,0,0,6,0,0,1320,18,0,,,0,,2160,0,0,,25200,2160,0,,0,50,0,0,0,0,0,0,1080,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 1, 5]",0,0,,17280,8,,0,264,0,0,,0,120,0,480,0,4320,0,0,0,,11520,,,0,0,0,8,0,0,1200,24,0,,,0,,2880,0,0,,20160,2880,0,,0,48,0,0,0,0,0,0,1440,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 1, 6]",0,0,,11520,8,,0,246,0,0,,0,150,0,600,0,3720,0,0,0,,9360,,,0,0,0,10,0,0,1080,30,0,,,0,,3600,0,0,,15120,3600,0,,0,46,0,0,0,0,0,0,1800,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 1, 7]",0,0,,5760,8,,0,228,0,0,,0,180,0,720,0,3120,0,0,0,,7200,,,0,0,0,12,0,0,960,36,0,,,0,,4320,0,0,,10080,4320,0,,0,44,0,0,0,0,0,0,2160,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 2, 2]",0,0,,28800,8,,0,300,0,0,,0,60,0,240,0,5520,0,0,0,,15840,,,0,0,0,4,0,0,1440,12,0,,,0,,1440,0,0,,30240,1440,0,,0,52,0,0,0,0,0,0,720,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 2, 3]",0,0,,24000,8,,4,282,0,0,,0,86,0,336,48,4960,0,0,0,,13896,,,0,0,0,6,0,0,1324,18,48,,,0,,1920,0,0,,25872,1872,0,,0,50,0,0,0,0,0,0,984,,0,,8,0,0,24,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 2, 4]",0,0,,19200,8,,8,264,0,0,,0,112,0,432,96,4400,0,0,0,,11952,,,0,0,0,8,0,0,1208,24,96,,,0,,2400,0,0,,21504,2304,0,,0,48,0,0,0,0,0,0,1248,,0,,16,0,0,48,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 2, 5]",0,0,,14400,8,,12,246,0,0,,0,138,0,528,144,3840,0,0,0,,10008,,,0,0,0,10,0,0,1092,30,144,,,0,,2880,0,0,,17136,2736,0,,0,46,0,0,0,0,0,0,1512,,0,,24,0,0,72,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 2, 6]",0,0,,9600,8,,16,228,0,0,,0,164,0,624,192,3280,0,0,0,,8064,,,0,0,0,12,0,0,976,36,192,,,0,,3360,0,0,,12768,3168,0,,0,44,0,0,0,0,0,0,1776,,0,,32,0,0,96,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 2, 7]",0,0,,4800,8,,20,210,0,0,,0,190,0,720,240,2720,0,0,0,,6120,,,0,0,0,14,0,0,860,42,240,,,0,,3840,0,0,,8400,3600,0,,0,42,0,0,0,0,0,0,2040,,0,,40,0,0,120,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 3, 3]",0,0,,19200,8,,8,264,0,0,,0,112,0,432,96,4400,0,0,0,,11952,,,0,0,0,8,0,0,1208,24,96,,,0,,2400,0,0,,21504,2304,0,,0,48,0,0,0,0,0,0,1248,,0,,16,0,0,48,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 3, 4]",0,0,,15360,8,,16,246,0,0,,0,134,0,504,192,3880,0,0,0,,10224,,,0,0,0,10,0,0,1096,30,192,,,0,,2640,0,0,,17808,2448,0,,0,46,0,0,0,0,0,0,1416,,0,,32,0,0,96,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 3, 5]",0,0,,11520,8,,24,228,0,0,,0,156,0,576,288,3360,0,0,0,,8496,,,0,0,0,12,0,0,984,36,288,,,0,,2880,0,0,,14112,2592,0,,0,44,0,0,0,0,0,0,1584,,0,,48,0,0,144,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 3, 6]",0,0,,7680,8,,32,210,0,0,,0,178,0,648,384,2840,0,0,0,,6768,,,0,0,0,14,0,0,872,42,384,,,0,,3120,0,0,,10416,2736,0,,0,42,0,0,0,0,0,0,1752,,0,,64,0,0,192,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 3, 7]",0,0,,3840,8,,40,192,0,0,,0,200,0,720,480,2320,0,0,0,,5040,,,0,0,0,16,0,0,760,48,480,,,0,,3360,0,0,,6720,2880,0,,0,40,0,0,0,0,0,0,1920,,0,,80,0,0,240,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 4, 4]",0,0,,11520,8,,24,228,0,0,,0,156,0,576,288,3360,0,0,0,,8496,,,0,0,0,12,0,0,984,36,288,,,0,,2880,0,0,,14112,2592,0,,0,44,0,0,0,0,0,0,1584,,0,,48,0,0,144,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 4, 5]",0,0,,8640,8,,36,210,0,0,,0,174,0,624,432,2880,0,0,0,,6984,,,0,0,0,14,0,0,876,42,432,,,0,,2880,0,0,,11088,2448,0,,0,42,0,0,0,0,0,0,1656,,0,,72,0,0,216,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 4, 6]",0,0,,5760,8,,48,192,0,0,,0,192,0,672,576,2400,0,0,0,,5472,,,0,0,0,16,0,0,768,48,576,,,0,,2880,0,0,,8064,2304,0,,0,40,0,0,0,0,0,0,1728,,0,,96,0,0,288,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 4, 7]",0,0,,2880,8,,60,174,0,0,,0,210,0,720,720,1920,0,0,0,,3960,,,0,0,0,18,0,0,660,54,720,,,0,,2880,0,0,,5040,2160,0,,0,38,0,0,0,0,0,0,1800,,0,,120,0,0,360,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 5, 5]",0,0,,5760,8,,48,192,0,0,,0,192,0,672,576,2400,0,0,0,,5472,,,0,0,0,16,0,0,768,48,576,,,0,,2880,0,0,,8064,2304,0,,0,40,0,0,0,0,0,0,1728,,0,,96,0,0,288,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 5, 6]",0,0,,3840,8,,64,174,0,0,,0,206,0,696,768,1960,0,0,0,,4176,,,0,0,0,18,0,0,664,54,768,,,0,,2640,0,0,,5712,1872,0,,0,38,0,0,0,0,0,0,1704,,0,,128,0,0,384,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 5, 7]",0,0,,1920,8,,80,156,0,0,,0,220,0,720,960,1520,0,0,0,,2880,,,0,0,0,20,0,0,560,60,960,,,0,,2400,0,0,,3360,1440,0,,0,36,0,0,0,0,0,0,1680,,0,,160,0,0,480,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 6, 6]",0,0,,1920,8,,80,156,0,0,,0,220,0,720,960,1520,0,0,0,,2880,,,0,0,0,20,0,0,560,60,960,,,0,,2400,0,0,,3360,1440,0,,0,36,0,0,0,0,0,0,1680,,0,,160,0,0,480,0,0,,0,0
"[0, 0, 0, 1, 1, 1, 6, 7]",0,0,,960,8,,100,138,0,0,,0,230,0,720,1200,1120,0,0,0,,1800,,,0,0,0,22,0,0,460,66,1200,,,0,,1920,0,0,,1680,720,0,,0,34,0,0,0,0,0,0,1560,,0,,200,0,0,600,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 2, 2]",0,0,,23040,8,,0,282,0,0,,0,90,0,360,0,4920,0,0,0,,13680,,,0,0,0,6,0,0,1320,18,0,,,0,,2160,0,0,,25200,2160,0,,0,50,0,0,0,0,0,0,1080,,0,,0,0,0,0,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 2, 3]",0,0,,19200,8,,8,264,0,0,,0,112,0,432,96,4400,0,0,0,,11952,,,0,0,0,8,0,0,1208,24,96,,,0,,2400,0,0,,21504,2304,0,,0,48,0,0,0,0,0,0,1248,,0,,16,0,0,48,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 2, 4]",0,0,,15360,8,,16,246,0,0,,0,134,0,504,192,3880,0,0,0,,10224,,,0,0,0,10,0,0,1096,30,192,,,0,,2640,0,0,,17808,2448,0,,0,46,0,0,0,0,0,0,1416,,0,,32,0,0,96,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 2, 5]",0,0,,11520,8,,24,228,0,0,,0,156,0,576,288,3360,0,0,0,,8496,,,0,0,0,12,0,0,984,36,288,,,0,,2880,0,0,,14112,2592,0,,0,44,0,0,0,0,0,0,1584,,0,,48,0,0,144,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 2, 6]",0,0,,7680,8,,32,210,0,0,,0,178,0,648,384,2840,0,0,0,,6768,,,0,0,0,14,0,0,872,42,384,,,0,,3120,0,0,,10416,2736,0,,0,42,0,0,0,0,0,0,1752,,0,,64,0,0,192,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 2, 7]",0,0,,3840,8,,16,195,0,240,,0,199,10,724,192,2380,0,0,0,,5184,,,0,6,0,16,0,0,776,45,192,,,0,,3480,0,0,,6888,3048,0,,0,40,0,0,0,240,0,0,1956,,0,,32,120,0,96,0,40,,0,0
"[0, 0, 0, 1, 1, 2, 3, 3]",0,0,,15360,8,,16,246,0,0,,0,134,0,504,192,3880,0,0,0,,10224,,,0,0,0,10,0,0,1096,30,192,,,0,,2640,0,0,,17808,2448,0,,0,46,0,0,0,0,0,0,1416,,0,,32,0,0,96,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 3, 4]",0,0,,12288,8,,28,228,0,0,,0,152,0,552,288,3400,0,12,12,,8700,,,0,0,0,12,0,0,988,36,300,,,0,,2700,0,0,,14700,2412,0,,0,44,0,0,0,0,0,0,1500,,0,,56,0,12,156,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 3, 5]",0,0,,9216,8,,40,210,0,0,,0,170,0,600,384,2920,0,24,24,,7176,,,0,0,0,14,0,0,880,42,408,,,0,,2760,0,0,,11592,2376,0,,0,42,0,0,0,0,0,0,1584,,0,,80,0,24,216,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 3, 6]",0,0,,6144,8,,52,192,0,0,,0,188,0,648,480,2440,0,36,36,,5652,,,0,0,0,16,0,0,772,48,516,,,0,,2820,0,0,,8484,2340,0,,0,40,0,0,0,0,0,0,1668,,0,,104,0,36,276,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 3, 7]",3,0,,3072,8,,40,177,0,192,,6,205,10,705,384,2015,2,18,18,,4248,,,0,6,0,18,0,0,680,51,408,,,0,,2994,0,0,,5502,2430,0,,0,38,0,0,0,180,0,0,1797,,0,,79,102,18,216,0,36,,6,0
"[0, 0, 0, 1, 1, 2, 4, 4]",0,0,,9216,8,,40,210,0,0,,0,170,0,600,384,2920,0,24,24,,7176,,,0,0,0,14,0,0,880,42,408,,,0,,2760,0,0,,11592,2376,0,,0,42,0,0,0,0,0,0,1584,,0,,80,0,24,216,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 4, 5]",0,0,,6912,8,,56,192,0,0,,0,184,0,624,480,2480,0,48,48,,5856,,,0,0,0,16,0,0,776,48,528,,,0,,2640,0,0,,9072,2160,0,,0,40,0,0,0,0,0,0,1584,,0,,112,0,48,288,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 4, 6]",0,0,,4608,8,,72,174,0,0,,0,198,0,648,576,2040,0,72,72,,4536,,,0,0,0,18,0,0,672,54,648,,,0,,2520,0,0,,6552,1944,0,,0,38,0,0,0,0,0,0,1584,,0,,144,0,72,360,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 4, 7]",6,0,,2304,8,,64,159,0,144,,12,211,10,686,576,1650,4,36,36,,3312,,,0,6,0,20,0,0,584,57,624,,,0,,2508,0,0,,4116,1812,0,,0,36,0,0,0,120,0,0,1638,,0,,126,84,36,336,0,32,,12,0
"[0, 0, 0, 1, 1, 2, 5, 5]",0,0,,4608,8,,72,174,0,0,,0,198,0,648,576,2040,0,72,72,,4536,,,0,0,0,18,0,0,672,54,648,,,0,,2520,0,0,,6552,1944,0,,0,38,0,0,0,0,0,0,1584,,0,,144,0,72,360,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 5, 6]",0,0,,3072,8,,92,156,0,0,,0,208,0,648,672,1640,0,108,108,,3420,,,0,0,0,20,0,0,572,60,780,,,0,,2220,0,0,,4620,1548,0,,0,36,0,0,0,0,0,0,1500,,0,,184,0,108,444,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 5, 7]",9,0,,1536,8,,88,141,0,96,,18,217,10,667,768,1285,6,54,54,,2376,,,0,6,0,22,0,0,488,63,840,,,0,,2022,0,0,,2730,1194,0,,0,34,0,0,0,60,0,0,1479,,0,,173,66,54,456,0,28,,18,0
"[0, 0, 0, 1, 1, 2, 6, 6]",0,0,,1536,8,,112,138,0,0,,0,218,0,648,768,1240,0,144,144,,2304,,,0,0,0,22,0,0,472,66,912,,,0,,1920,0,0,,2688,1152,0,,0,34,0,0,0,0,0,0,1416,,0,,224,0,144,528,0,0,,0,0
"[0, 0, 0, 1, 1, 2, 6, 7]",12,0,,768,8,,112,123,0,48,,24,223,10,648,960,920,8,72,72,,1440,,,0,6,0,24,0,0,392,69,1056,,,0,,1536,0,0,,1344,576,0,,0,32,0,0,0,0,0,0,1320,,0,,220,48,72,576,0,24,,24,0
"[0, 0, 0, 1, 1, 3, 3, 3]",0,0,,11520,8,,24,228,0,0,,0,156,0,576,288,3360,0,0,0,,8496,,,0,0,0,12,0,0,984,36,288,,,0,,2880,0,0,,14112,2592,0,,0,44,0,0,0,0,0,0,1584,,0,,48,0,0,144,0,0,,0,0
"[0, 0, 0, 1, 1, 3, 3, 4]",0,0,,9216,8,,40,210,0,0,,0,170,0,600,384,2920,0,24,24,,7176,,,0,0,0,14,0,0,880,42,408,,,0,,2760,0,0,,11592,2376,0,,0,42,0,0,0,0,0,0,1584,,0,,80,0,24,216,0,0,,0,0
"[0, 0, 0, 1, 1, 3, 3, 5]",0,0,,6912,8,,56,192,0,0,,0,184,0,624,480,2480,0,48,48,,5856,,,0,0,0,16,0,0,776,48,528,,,0,,2640,0,0,,9072,2160,0,,0,40,0,0,0,0,0,0,1584,,0,,112,0,48,288,0,0,,0,0
"[0, 0, 0, 1, 1, 3, 3, 6]",0,0,,4608,8,,72,174,0,0,,0,198,0,648,576,2040,0,72,72,,4536,,,0,0,0,18,0,0,672,54,648,,,0,,2520,0,0,,6552,1944,0,,0,38,0,0,0,0,0,0,1584,,0,,144,0,72,360,0,0,,0,0
"[0, 0, 0, 1, 1, 3, 3, 7]",6,0,,2304,8,,40,162,0,384,,12,210,20,690,288,1710,4,36,36,,3456,,,0,12,0,20,0,0,600,54,336,,,0,,2628,0,0,,4284,1980,0,,0,36,0,0,0,360,0,0,1674,,0,,78,204,36,192,0,72,,12,0
"[0, 0, 0, 1, 1, 3, 4, 4]",0,0,,6912,8,,56,192,0,0,,0,184,0,624,480,2480,0,48,48,,5856,,,0,0,0,16,0,0,776,48,528,,,0,,2640,0,0,,9072,2160,0,,0,40,0,0,0,0,0,0,1584,,0,,112,0,48,288,0,0,,0,0
"[0, 0, 0, 1, 1, 3, 4, 5]",0,0,,5184,8,,76,174,0,0,,0,194,0,624,528,2080,0,96,96,,4728,,,0,0,0,18,0,0,676,54,624,,,0,,2400,0,0,,7056,1872,0,,0,38,0,0,0,0,0,0,1512,,0,,152,0,96,360,0,0,,0,0
"[0, 0, 0, 1, 1, 3, 4, 6]",0,0,,3456,8,,96,156,0,0,,0,204,0,624,576,1680,0,144,144,,3600,,,0,0,0,20,0,0,576,60,720,,,0,,2160,0,0,,5040,1584,0,,0,36,0,0,0,0,0,0,1440,,0,,192,0,144,432,0,0,,0,0
"[0, 0, 0, 1, 1, 3, 4, 7]",12,0,,1728,8,,68,144,0,288,,24,212,20,652,432,1380,8,72,72,,2664,,,0,12,0,22,0,0,508,60,528,,,0,,2136,0,0,,3192,1464,0,,0,34,0,0,0,240,0,0,1476,,0,,132,168,72,312,0,64,,24,0
"[0, 0, 0, 1, 1, 3, 5, 5]",0,0,,3456,8,,96,156,0,0,,0,204,0,624,576,1680,0,144,144,,3600,,,0,0,0,20,0,0,576,60,720,,,0,,2160,0,0,,5040,1584,0,,0,36,0,0,0,0,0,0,1440,,0,,192,0,144,432,0,0,,0,0
"[0, 0, 0, 1, 1, 3, 5, 6]",0,0,,2304,8,,120,138,0,0,,0,210,0,600,576,1320,0,216,216,,2664,,,0,0,0,22,0,0,480,66,792,,,0,,1800,0,0,,3528,1224,0,,0,34,0,0,0,0,0,0,1296,,0,,240,0,216,504,0,0,,0,0
"[0, 0, 0, 1, 1, 3, 5, 7]",18,0,,1152,8,,96,126,0,192,,36,214,20,614,576,1050,12,108,108,,1872,,,0,12,0,24,0,0,416,66,720,,,0,,1644,0,0,,2100,948,0,,0,32,0,0,0,120,0,0,1278,,0,,186,132,108,432,0,56,,36,0
"[0, 0, 0, 1, 1, 3, 6, 6]",0,0,,1152,8,,144,120,0,0,,0,216,0,576,576,960,0,288,288,,1728,,,0,0,0,24,0,0,384,72,864,,,0,,1440,0,0,,2016,864,0,,0,32,0,0,0,0,0,0,1152,,0,,288,0,288,576,0,0,,0,0
"[0, 0, 0, 1, 1, 3, 6, 7]",24,0,,576,8,,124,108,0,96,,48,216,20,576,720,720,16,144,144,,1080,,,0,12,0,26,0,0,324,72,912,,,0,,1152,0,0,,1008,432,0,,0,30,0,0,0,0,0,0,1080,,0,,240,96,144,552,0,48,,48,0
"[0, 0, 0, 1, 1, 4, 4, 4]",0,0,,4608,8,,72,174,0,0,,0,198,0,648,576,2040,0,72,72,,4536,,,0,0,0,18,0,0,672,54,648,,,0,,2520,0,0,,6552,1944,0,,0,38,0,0,0,0,0,0,1584,,0,,144,0,72,360,0,0,,0,0
"[0, 0, 0, 1, 1, 4, 4, 5]",0,0,,3456,8,,96,156,0,0,,0,204,0,624,576,1680,0,144,144,,3600,,,0,0,0,20,0,0,576,60,720,,,0,,2160,0,0,,5040,1584,0,,0,36,0,0,0,0,0,0,1440,,0,,192,0,144,432,0,0,,0,0
"[0, 0, 0, 1, 1, 4, 4, 6]",0,0,,2304,8,,120,138,0,0,,0,210,0,600,576,1320,0,216,216,,2664,,,0,0,0,22,0,0,480,66,792,,,0,,1800,0,0,,3528,1224,0,,0,34,0,0,0,0,0,0,1296,,0,,240,0,216,504,0,0,,0,0
"[0, 0, 0, 1, 1, 4, 4, 7]",18,0,,1152,8,,72,129,0,432,,36,213,30,618,288,1110,12,108,108,,2016,,,0,18,0,24,0,0,432,63,432,,,0,,1764,0,0,,2268,1116,0,,0,32,0,0,0,360,0,0,1314,,0,,138,252,108,288,0,96,,36,0
"[0, 0, 0, 1, 1, 4, 5, 5]",0,0,,2304,8,,120,138,0,0,,0,210,0,600,576,1320,0,216,216,,2664,,,0,0,0,22,0,0,480,66,792,,,0,,1800,0,0,,3528,1224,0,,0,34,0,0,0,0,0,0,1296,,0,,240,0,216,504,0,0,,0,0
"[0, 0, 0, 1, 1, 4, 5, 6]",0,0,,1536,8,,148,120,0,0,,0,212,0,552,480,1000,0,324,324,,1908,,,0,0,0,24,0,0,388,72,804,,,0,,1380,0,0,,2436,900,0,,0,32,0,0,0,0,0,0,1092,,0,,296,0,324,564,0,0,,0,0
"[0, 0, 0, 1, 1, 4, 5, 7]",27,0,,768,8,,104,111,0,288,,54,211,30,561,384,815,18,162,162,,1368,,,0,18,0,26,0,0,344,69,600,,,0,,1266,0,0,,1470,702,0,,0,30,0,0,0,180,0,0,1077,,0,,199,198,162,408,0,84,,54,0
